Source;Destination;Length;Source Address;Destination Address;Source.1;Destination.1;Address_Resolution_Protocol;Internet_Control_Message_Protocol;Transmission_Control_Protocol;Info;label
10.0.123.3;10.0.123.2;160;115.19.207.225;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;141.222.78.12;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;148;210.89.113.220;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;214.107.31.181;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;83.138.23.101;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;19.210.48.176;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;138.30.70.144;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;111.197.82.78;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;112.28.187.203;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;183.241.0.21;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;245.184.125.36;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;178.245.113.229;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;2,28E+11;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;13.248.70.69;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;64211159212;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;11.125.164.11;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;55.15.225.0;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;160;225.183.32.223;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;2,35E+11;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;6;1
10.0.123.3;10.0.123.2;160;188.74.111.239;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;2,38E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;192.41.211.114;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;241.130.157.86;10.0.0.4;2a:c5:0d:c8:c4:4b;ba:47:81:ad:3a:e7;0;0;1;6;1
10.0.123.3;10.0.123.2;160;195.77.255.138;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;212.77.176.67;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;104.33.23.160;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;67.26.22.164;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;219.9.121.93;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;45.70.197.177;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;193.205.147.6;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;125.48.101.206;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;194.43.218.153;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;57.216.103.74;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;148;103.184.138.28;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;112.109.121.169;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;1.242.115.2;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;67.19.214.60;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;85.44.124.101;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;58.2.255.73;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;38222203139;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;143.255.82.141;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;199.67.184.17;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;108.57.244.28;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;103.82.64.80;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;192.172.58.176;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;150.143.164.88;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;213.88.30.128;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;10.213.253.74;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;36.25.238.162;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;160;158.11.169.80;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;1,13E+11;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;54168143147;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;253.93.128.207;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;201.89.70.212;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;201.58.152.93;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;9138149113;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;160;110.74.39.65;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;31.8.204.155;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;84.28.155.192;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;102.31.26.186;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;36.4.172.31;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;114.115.2.224;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;80.43.82.131;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;199.96.223.174;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;148;182.55.198.174;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;22.177.220.13;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;1,24E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;230.253.2.24;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;49.141.185.65;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;162.121.64.214;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;81.34.164.135;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;2,10E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;245.40.212.108;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;20.47.96.76;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;214.66.234.37;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;1,72E+11;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;73.114.55.23;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;104.177.93.165;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;189.73.14.236;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;60.159.2.181;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;95181207236;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;248.62.164.98;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;55198107188;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;220.241.203.25;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;###############################################################################################################################################################################################################################################################;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;4.26.6.120;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;22.70.89.27;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;113.224.47.245;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;180.51.67.218;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;17245199113;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;45.223.218.93;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;0.113.130.73;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;201.53.133.8;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;127.53.19.210;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;218.142.240.238;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;164.253.174.11;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;148;237.142.137.86;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;69.172.149.91;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;1,01E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;121.103.217.55;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;244.203.93.255;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;25.1.94.113;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;11.207.184.45;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;189.50.194.21;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;1,38E+11;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;81.157.159.44;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;12228119159;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;150.124.217.192;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;1.41.30.230;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;223.36.240.115;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;160;14.138.2.15;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;1,81E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;238.115.115.43;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;143.30.240.41;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;137.159.244.28;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;128.23.113.154;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;77.212.178.154;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;198.47.164.179;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;104.59.104.53;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;39112250218;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;155.164.187.84;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;102.131.109.25;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;152.93.186.199;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;251.208.120.143;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;120.184.96.110;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;82.233.227.158;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;148;145.43.138.101;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;1,53E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;22183214227;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;7.69.11.181;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;63.248.216.101;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;1,19E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;2,24E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;193.189.63.100;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;197.41.88.183;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;28.116.9.83;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;32.220.14.82;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;138.150.25.84;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;5.104.191.45;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;255.11.37.98;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;174.150.88.76;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;160;78.14.128.170;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;22.203.225.229;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;1,58E+11;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;98198214215;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;219.207.197.32;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;155.91.164.173;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;58.81.93.184;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;77.9.119.108;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;113.112.114.154;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;113.179.147.33;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;242.104.90.80;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;18.252.25.113;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;141.204.241.42;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;74.239.215.170;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;84.194.95.230;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;160;81.85.37.223;10.0.0.33;e2:a0:2e:ed:e9:80;f6:85:17:79:0d:63;0;0;1;6;1
10.0.123.3;10.0.123.2;148;224.161.126.23;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;40.126.153.211;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;###############################################################################################################################################################################################################################################################;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;103.31.176.225;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;187.154.95.150;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;221.195.89.224;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;89.213.11.14;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;1;1
10.0.123.3;10.0.123.2;148;205.72.59.115;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;113.0.252.126;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;102.119.114.179;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;169.176.91.139;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;226.227.102.176;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;224.157.67.177;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;63224250238;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;148;72.76.238.114;10.0.0.44;36:02:49:67:eb:8e;5a:29:b6:e1:e3:be;0;1;0;6;1
10.0.123.3;10.0.123.2;160;239.76.85.227;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;217.30.85.69;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;74.138.81.45;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;223.223.139.217;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;64117159117;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
10.0.123.3;10.0.123.2;148;125.76.41.114;10.0.0.52;06:ab:2b:87:45:6e;4a:c1:95:60:f5:cd;0;1;0;6;1
10.0.123.3;10.0.123.2;160;228.164.88.191;10.0.0.5;ea:ba:80:33:bd:0d;96:06:9b:c8:8f:33;0;0;1;6;1
